COMPANY_ID,RISK_RANK,RISK_SCORE,RISK_PERCENTILE,RISK_GROUP,RECOMMENDED_ACTION,ANALYST_REVIEW,ACTUAL_BANKRUPT,ACTUAL_STATUS
ESIK-04946,229,0.03829955,80.51282051282051,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05727,230,0.03815441,80.42735042735043,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-03786,231,0.03739603,80.34188034188034,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05381,232,0.037333004,80.25641025641026,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00131,233,0.03696854,80.17094017094017,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03475,234,0.036842577,80.08547008547009,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00999,235,0.036679648,80.0,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01648,236,0.036432065,79.91452991452992,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00085,237,0.036208987,79.82905982905983,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01801,238,0.035992138,79.74358974358975,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04999,239,0.03570297,79.65811965811966,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03765,240,0.035500992,79.57264957264957,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03143,241,0.035490207,79.48717948717949,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01762,242,0.035440784,79.4017094017094,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01735,243,0.033953145,79.31623931623932,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00415,244,0.033845477,79.23076923076923,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01791,245,0.033559497,79.14529914529915,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05247,246,0.033505417,79.05982905982906,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01642,247,0.03292992,78.97435897435898,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03973,248,0.032900915,78.88888888888889,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01439,249,0.03259001,78.80341880341881,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02854,250,0.032480866,78.71794871794872,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02185,251,0.032408666,78.63247863247864,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02229,252,0.031872094,78.54700854700855,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01889,253,0.031146128,78.46153846153847,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02285,254,0.031054227,78.37606837606837,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04610,255,0.030380134,78.2905982905983,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03269,256,0.030291114,78.2051282051282,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03039,257,0.029872656,78.11965811965813,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01337,258,0.02981248,78.03418803418803,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04122,259,0.029684655,77.94871794871796,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00864,260,0.029520754,77.86324786324786,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03043,261,0.02920181,77.77777777777779,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04081,262,0.029037263,77.6923076923077,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00257,263,0.028733142,77.60683760683762,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01790,264,0.028209057,77.52136752136752,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02665,265,0.028082505,77.43589743589745,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01999,266,0.02762598,77.35042735042735,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00234,267,0.027592395,77.26495726495727,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02290,268,0.027019052,77.17948717948718,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03076,269,0.026579343,77.0940170940171,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03163,270,0.026026063,77.00854700854701,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02552,271,0.02564254,76.92307692307693,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01659,272,0.02558772,76.83760683760684,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05125,273,0.025354166,76.75213675213676,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03077,274,0.02503998,76.66666666666667,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04103,275,0.02483976,76.5811965811966,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01175,276,0.024317974,76.49572649572649,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05170,277,0.024175929,76.41025641025641,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00659,278,0.023298342,76.32478632478632,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03129,279,0.023151029,76.23931623931624,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04668,280,0.022855433,76.15384615384615,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00811,281,0.022840854,76.06837606837607,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04318,282,0.022685638,75.98290598290598,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04571,283,0.022395125,75.8974358974359,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00319,284,0.022338998,75.8119658119658,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00605,285,0.021921543,75.72649572649573,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00356,286,0.021825666,75.64102564102564,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02708,287,0.021811439,75.55555555555556,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01262,288,0.021638377,75.47008547008546,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04098,289,0.021410255,75.38461538461539,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03454,290,0.021159934,75.2991452991453,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04870,291,0.021023259,75.21367521367522,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05196,292,0.020757569,75.12820512820512,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03812,293,0.020564916,75.04273504273505,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00359,294,0.020320902,74.95726495726495,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05033,295,0.020048326,74.87179487179488,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03162,296,0.019893777,74.78632478632478,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03566,297,0.019749988,74.7008547008547,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00842,298,0.019716663,74.61538461538461,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00166,299,0.019391695,74.52991452991454,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04003,300,0.0192445,74.44444444444444,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01148,301,0.018901573,74.35897435897436,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00242,302,0.01881446,74.27350427350427,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02179,303,0.018771244,74.1880341880342,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04858,304,0.018646466,74.1025641025641,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03293,305,0.018352462,74.01709401709402,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01742,306,0.018182809,73.93162393162393,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01798,307,0.018171614,73.84615384615385,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05052,308,0.018082984,73.76068376068376,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03053,309,0.018034972,73.67521367521368,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02704,310,0.01801586,73.58974358974359,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00825,311,0.017912721,73.50427350427351,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00920,312,0.017768519,73.4188034188034,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04243,313,0.01770023,73.33333333333333,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03869,314,0.01680776,73.24786324786324,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02352,315,0.016764876,73.16239316239316,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00004,316,0.016747648,73.07692307692307,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02849,317,0.01670797,72.99145299145299,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04929,318,0.016381253,72.9059829059829,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03116,319,0.0163314,72.82051282051282,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01239,320,0.016172003,72.73504273504273,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02774,321,0.016159445,72.64957264957265,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04701,322,0.016122453,72.56410256410255,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01477,323,0.0161224,72.47863247863248,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03760,324,0.016037159,72.39316239316238,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01366,325,0.01599398,72.3076923076923,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05164,326,0.015963975,72.22222222222221,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00452,327,0.015931372,72.13675213675214,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03385,328,0.015867187,72.05128205128204,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03121,329,0.015748555,71.96581196581197,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05121,330,0.015739828,71.88034188034187,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02458,331,0.015581335,71.7948717948718,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00852,332,0.015519129,71.7094017094017,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00095,333,0.015518925,71.62393162393163,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02671,334,0.015493628,71.53846153846153,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02891,335,0.0153711,71.45299145299145,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01941,336,0.015270499,71.36752136752136,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00281,337,0.015224774,71.28205128205128,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03943,338,0.015101517,71.19658119658119,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01464,339,0.015079142,71.11111111111111,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04025,340,0.015078569,71.02564102564102,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00814,341,0.015007783,70.94017094017094,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00895,342,0.014879304,70.85470085470085,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03014,343,0.014796721,70.76923076923077,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03809,344,0.014714104,70.68376068376068,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00778,345,0.014644735,70.5982905982906,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02325,346,0.014618218,70.51282051282051,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02888,347,0.014584799,70.42735042735043,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03336,348,0.014480467,70.34188034188034,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03060,349,0.014474424,70.25641025641025,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05286,350,0.014257748,70.17094017094017,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01059,351,0.014151662,70.08547008547008,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02582,352,0.0141176935,70.0,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00466,353,0.014075122,69.91452991452991,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03212,354,0.013903784,69.82905982905983,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05510,355,0.013824576,69.74358974358974,Düşük - %20 sonrası,Rutin izleme,0,1,İflas Etti
ESIK-02299,356,0.0137977395,69.65811965811966,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00026,357,0.013791603,69.57264957264957,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00984,358,0.01373177,69.48717948717949,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02948,359,0.01362129,69.4017094017094,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00678,360,0.013588323,69.31623931623932,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00945,361,0.013529953,69.23076923076923,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02717,362,0.013416018,69.14529914529915,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03859,363,0.013387394,69.05982905982906,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04487,364,0.013353275,68.97435897435898,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04699,365,0.013295357,68.88888888888889,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03955,366,0.013286391,68.80341880341881,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01969,367,0.013205437,68.71794871794872,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05359,368,0.013175192,68.63247863247864,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04508,369,0.013112598,68.54700854700855,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01144,370,0.01305595,68.46153846153847,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01384,371,0.013025762,68.37606837606837,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05341,372,0.012982381,68.2905982905983,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01847,373,0.012755728,68.2051282051282,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02260,374,0.012726537,68.11965811965813,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04760,375,0.012679233,68.03418803418803,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00100,376,0.012583077,67.94871794871796,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02241,377,0.01244053,67.86324786324786,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00851,378,0.012278236,67.77777777777779,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03902,379,0.012240711,67.6923076923077,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02498,380,0.012183965,67.60683760683762,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03416,381,0.012138882,67.52136752136752,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02508,382,0.012018579,67.43589743589745,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00882,383,0.011909387,67.35042735042735,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02068,384,0.011738249,67.26495726495727,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02900,385,0.011680513,67.17948717948717,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01747,386,0.011560182,67.09401709401709,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02479,387,0.011549017,67.008547008547,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04944,388,0.011541589,66.92307692307692,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03418,389,0.011534634,66.83760683760683,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01502,390,0.011500948,66.75213675213675,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03188,391,0.011499711,66.66666666666666,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05180,392,0.0114718955,66.58119658119658,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03285,393,0.011437841,66.49572649572649,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00929,394,0.011256931,66.41025641025641,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01243,395,0.011172466,66.32478632478632,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04464,396,0.011134728,66.23931623931624,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01802,397,0.011029522,66.15384615384615,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01785,398,0.010966629,66.06837606837607,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00987,399,0.010957944,65.98290598290598,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01032,400,0.010934377,65.8974358974359,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05772,401,0.010852686,65.8119658119658,Düşük - %20 sonrası,Rutin izleme,0,1,İflas Etti
ESIK-03951,402,0.010847037,65.72649572649573,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04313,403,0.010842918,65.64102564102564,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05081,404,0.010579229,65.55555555555556,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01947,405,0.010532107,65.47008547008546,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03556,406,0.010481141,65.38461538461539,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04785,407,0.010384654,65.2991452991453,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05209,408,0.010253329,65.21367521367522,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05294,409,0.010247756,65.12820512820512,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03164,410,0.010169379,65.04273504273505,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00616,411,0.010137945,64.95726495726495,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05309,412,0.010117367,64.87179487179488,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00889,413,0.010113585,64.78632478632478,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01077,414,0.010040754,64.7008547008547,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00586,415,0.010039332,64.61538461538461,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02626,416,0.010035272,64.52991452991454,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03482,417,0.010033288,64.44444444444444,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02385,418,0.010013519,64.35897435897436,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05013,419,0.010003403,64.27350427350427,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02719,420,0.009961514,64.1880341880342,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01601,421,0.009936991,64.1025641025641,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03805,422,0.009910203,64.01709401709401,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05189,423,0.009878404,63.931623931623925,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04270,424,0.009862728,63.84615384615384,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04794,425,0.009804857,63.760683760683754,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03518,426,0.009788247,63.67521367521367,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01837,427,0.009777322,63.589743589743584,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04552,428,0.009759399,63.5042735042735,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02108,429,0.009719977,63.418803418803414,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05666,430,0.009713465,63.33333333333333,Düşük - %20 sonrası,Rutin izleme,0,1,İflas Etti
ESIK-03446,431,0.009681383,63.24786324786324,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02340,432,0.009604729,63.16239316239316,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04355,433,0.009488823,63.07692307692307,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01982,434,0.009452438,62.99145299145299,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02140,435,0.009431481,62.9059829059829,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03889,436,0.009428872,62.82051282051282,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03492,437,0.009422603,62.73504273504273,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02157,438,0.009400314,62.64957264957265,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02356,439,0.009383987,62.56410256410256,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01212,440,0.009362951,62.47863247863248,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03548,441,0.009296736,62.39316239316239,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04804,442,0.009246885,62.30769230769231,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04112,443,0.009231303,62.22222222222222,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00001,444,0.009116613,62.136752136752136,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01399,445,0.008957554,62.05128205128205,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01369,446,0.008897446,61.965811965811966,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04224,447,0.00889447,61.88034188034188,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00788,448,0.008880361,61.794871794871796,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04741,449,0.008872059,61.70940170940171,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00789,450,0.008862718,61.623931623931625,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01091,451,0.008818383,61.53846153846154,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00256,452,0.008816274,61.452991452991455,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00266,453,0.008793561,61.36752136752137,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04601,454,0.008664956,61.282051282051285,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05055,455,0.008660088,61.1965811965812,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05139,456,0.008607137,61.111111111111114,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05296,457,0.008575916,61.02564102564103,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03552,458,0.008574421,60.940170940170944,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01362,459,0.008522924,60.85470085470085,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03477,460,0.008518964,60.76923076923077,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-04126,461,0.008469808,60.68376068376068,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01923,462,0.008466373,60.598290598290596,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-00975,463,0.008458511,60.51282051282051,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-03820,464,0.0084577305,60.427350427350426,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-02011,465,0.008418154,60.34188034188034,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-05326,466,0.008379792,60.256410256410255,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
ESIK-01599,467,0.008375723,60.17094017094017,Düşük - %20 sonrası,Rutin izleme,0,0,İflas Etmedi
