COMPANY_ID,RISK_RANK,RISK_SCORE,CALIBRATED_PROBABILITY,ANALYST_REVIEW
ESIK-04230,516,0.006700819,0.0113797791725296,0
ESIK-03673,517,0.0066849333,0.0113586450899218,0
ESIK-02337,518,0.0066764723,0.011347383274234,0
ESIK-05361,519,0.0066617867,0.0113278298214629,0
ESIK-04215,520,0.006626033,0.0112801860894733,0
ESIK-03447,521,0.006593959,0.0112373965041894,0
ESIK-01329,522,0.006590296,0.0112325070886826,0
ESIK-00471,523,0.006542726,0.0111689534190141,0
ESIK-02728,524,0.0065307077,0.0111528816489155,0
ESIK-00279,525,0.006511009,0.0111265232292738,0
ESIK-04377,526,0.0065023317,0.0111149074330703,0
ESIK-02415,527,0.006492184,0.0111013179603725,0
ESIK-01553,528,0.0064655202,0.0110655907710875,0
ESIK-03942,529,0.006454001,0.0110501458228177,0
ESIK-02944,530,0.0064310273,0.0110193239375771,0
ESIK-00455,531,0.006355053,0.0109172253962332,0
ESIK-05753,532,0.0063543664,0.0109163016424899,0
ESIK-02459,533,0.0063203303,0.0108704746248916,0
ESIK-01897,534,0.006253889,0.0107808591624232,0
ESIK-04010,535,0.0062199924,0.0107350605828246,0
ESIK-00607,536,0.0062100966,0.0107216797499405,0
ESIK-03316,537,0.006207552,0.0107182376531058,0
ESIK-00573,538,0.006185971,0.0106890378168772,0
ESIK-04302,539,0.006155284,0.0106474782902038,0
ESIK-04012,540,0.006141933,0.0106293823067202,0
ESIK-02243,541,0.0061079566,0.0105832930254198,0
ESIK-03703,542,0.006100438,0.0105730861293578,0
ESIK-01541,543,0.0060805157,0.010546027568702,0
ESIK-01303,544,0.006033111,0.0104815639273453,0
ESIK-04341,545,0.0060193352,0.0104628106501146,0
ESIK-02209,546,0.006003661,0.0104414616283692,0
ESIK-03246,547,0.005992991,0.0104269212202438,0
ESIK-02706,548,0.0059793806,0.0104083651653846,0
ESIK-03811,549,0.005961187,0.0103835473387317,0
ESIK-04578,550,0.005905146,0.0103069947014417,0
ESIK-02269,551,0.005887791,0.0102832561921962,0
ESIK-04367,552,0.00588778,0.010283240916681,0
ESIK-01592,553,0.0058547575,0.010238028602146,0
ESIK-01467,554,0.0058333976,0.010208754681649,0
ESIK-04953,555,0.005801319,0.0101647461099874,0
ESIK-00930,556,0.0057997624,0.010162609499648,0
ESIK-00529,557,0.005797959,0.0101601337017506,0
ESIK-04825,558,0.0057878667,0.0101462749854108,0
ESIK-04598,559,0.0057181315,0.0100503725804623,0
ESIK-03986,560,0.005704284,0.0100312985553339,0
ESIK-00097,561,0.0056978865,0.0100224823333096,0
ESIK-04282,562,0.005643685,0.0099477074874317,0
ESIK-01266,563,0.0056389747,0.0099412017805385,0
ESIK-04535,564,0.0056316108,0.0099310286730249,0
ESIK-04384,565,0.005583445,0.0098644175591907,0
ESIK-01533,566,0.0055579445,0.0098290994735754,0
ESIK-02777,567,0.0055544847,0.0098243056906936,0
ESIK-03142,568,0.0054364824,0.0096603894811593,0
ESIK-04251,569,0.0054354635,0.0096589716029105,0
ESIK-01108,570,0.005426241,0.0096461267691033,0
ESIK-03586,571,0.005372912,0.0095717632555446,0
ESIK-01699,572,0.0052828323,0.0094457841149176,0
ESIK-04400,573,0.005249142,0.0093985472984631,0
ESIK-03290,574,0.0052135014,0.0093485033409806,0
ESIK-01293,575,0.005189275,0.0093144437054078,0
ESIK-01423,576,0.005181384,0.0093033426252184,0
ESIK-04927,577,0.0051768804,0.009297005529992,0
ESIK-02533,578,0.0051353094,0.0092384497884944,0
ESIK-03072,579,0.0050864997,0.0091695656586632,0
ESIK-04236,580,0.0050724316,0.0091496845803174,0
ESIK-04704,581,0.005056178,0.0091267000529654,0
ESIK-02641,582,0.0050385417,0.0091017420256685,0
ESIK-04793,583,0.0049796463,0.0090182579803152,0
ESIK-01480,584,0.004969611,0.0090040105670126,0
ESIK-05322,585,0.0048926044,0.0088944790750571,0
ESIK-03766,586,0.0048803156,0.0088769650160956,0
ESIK-05136,587,0.004879324,0.0088755521655812,0
ESIK-04711,588,0.004845642,0.0088274965981157,0
ESIK-03931,589,0.004789845,0.0087477291115322,0
ESIK-04022,590,0.0047860416,0.0087422841402781,0
ESIK-04169,591,0.004740727,0.008677341494058,0
ESIK-01416,592,0.004726204,0.0086564991124258,0
ESIK-04089,593,0.004693166,0.0086090331937897,0
ESIK-03488,594,0.0046620416,0.0085642495168239,0
ESIK-02064,595,0.004635466,0.0085259590172637,0
ESIK-04966,596,0.004627521,0.008514503414612,0
ESIK-05167,597,0.0046242326,0.008509759551475,0
ESIK-01173,598,0.004620663,0.0085046101399438,0
ESIK-04393,599,0.0045587937,0.0084152208975856,0
ESIK-05423,600,0.004558545,0.0084148608344818,0
ESIK-01182,601,0.0045527155,0.0084064240782593,0
ESIK-01498,602,0.004545074,0.0083953620005931,0
ESIK-02500,603,0.0045243087,0.008365281001707,0
ESIK-03071,604,0.0045181364,0.008356333838397,0
ESIK-03874,605,0.004428412,0.008225968279952,0
ESIK-02008,606,0.0043956577,0.0081782348173531,0
ESIK-00486,607,0.004383466,0.0081604489554198,0
ESIK-01280,608,0.00435956,0.0081255395916522,0
ESIK-05062,609,0.0043513966,0.0081136089372589,0
ESIK-05101,610,0.0043228404,0.0080718380907562,0
ESIK-01978,611,0.004314565,0.0080597216535636,0
ESIK-01310,612,0.004303626,0.0080436972530633,0
ESIK-02250,613,0.004287467,0.0080200109380275,0
ESIK-04807,614,0.004276367,0.0080037281990404,0
ESIK-03237,615,0.0042736833,0.007999790681877,0
ESIK-05233,616,0.0042260615,0.0079298216052822,0
ESIK-00022,617,0.004204587,0.0078982134162892,0
ESIK-03147,618,0.0041785915,0.0078599036814832,0
ESIK-02835,619,0.004146352,0.0078123200124177,0
ESIK-02080,620,0.004118649,0.0077713676391151,0
ESIK-02485,621,0.0041178023,0.0077701149105085,0
ESIK-00994,622,0.0041159643,0.0077673960506633,0
ESIK-00453,623,0.004056574,0.0076793849849505,0
ESIK-04682,624,0.00405459,0.007676440375736,0
ESIK-01934,625,0.0040347516,0.0076469761062034,0
ESIK-03417,626,0.003993721,0.0075859370982401,0
ESIK-04241,627,0.003991698,0.007582923567888,0
ESIK-01375,628,0.003921326,0.0074779027327127,0
ESIK-00080,629,0.0039116116,0.0074633738430762,0
ESIK-00662,630,0.003884864,0.0074233273058782,0
ESIK-02116,631,0.0038507166,0.0073721148716389,0
ESIK-00493,632,0.003830434,0.0073416494208193,0
ESIK-05460,633,0.0038276368,0.0073374448571963,0
ESIK-03512,634,0.0038038509,0.0073016664440614,0
ESIK-02047,635,0.0037934193,0.007285960183601,0
ESIK-01771,636,0.003774933,0.0072581026818551,0
ESIK-02877,637,0.0037747517,0.0072578296160344,0
ESIK-03345,638,0.003752544,0.0072243255579363,0
ESIK-02889,639,0.0037395267,0.0072046661651295,0
ESIK-02773,640,0.0037393048,0.0072043306839317,0
ESIK-04006,641,0.0037350669,0.0071979273098099,0
ESIK-01252,642,0.0037233022,0.0071801418532211,0
ESIK-04385,643,0.0037068636,0.0071552712377448,0
ESIK-00268,644,0.0036913778,0.0071318198254226,0
ESIK-03065,645,0.003672122,0.0071026287217138,0
ESIK-02908,646,0.003668779,0.0070975578077909,0
ESIK-01431,647,0.0036520825,0.0070722149467903,0
ESIK-03557,648,0.0036401264,0.0070540519132719,0
ESIK-03109,649,0.0036158862,0.0070171874736651,0
ESIK-00625,650,0.003596508,0.0069876785252048,0
ESIK-05406,651,0.003581097,0.0069641860605925,0
ESIK-03175,652,0.0035682365,0.0069445645577879,0
ESIK-02601,653,0.0035617894,0.0069347227212727,0
ESIK-04176,654,0.0035328467,0.0068904900339448,0
ESIK-04517,655,0.0035114717,0.0068577729306355,0
ESIK-00043,656,0.0035104556,0.0068562167589018,0
ESIK-00127,657,0.0035017508,0.0068428797711027,0
ESIK-00209,658,0.0034987323,0.0068382529547035,0
ESIK-03957,659,0.0034704283,0.0067948288986956,0
ESIK-03263,660,0.0034688062,0.0067923375866251,0
ESIK-03123,661,0.0034631914,0.0067837136216803,0
ESIK-00561,662,0.0034603241,0.0067793084457183,0
ESIK-03361,663,0.003459862,0.0067785985255606,0
ESIK-05212,664,0.003453855,0.0067693661882627,0
ESIK-01946,665,0.0034506002,0.0067643626762771,0
ESIK-01492,666,0.0034343677,0.0067393926248388,0
ESIK-04132,667,0.0034198768,0.0067170797286814,0
ESIK-04646,668,0.0034170614,0.0067127425496033,0
ESIK-04368,669,0.003392984,0.0066756166670104,0
ESIK-02932,670,0.0033865615,0.0066657037183204,0
ESIK-01552,671,0.0033859515,0.0066647621652625,0
ESIK-03354,672,0.0033823184,0.0066591528512514,0
ESIK-04146,673,0.0033744178,0.0066469497644767,0
ESIK-04477,674,0.0033628116,0.0066290116867034,0
ESIK-03160,675,0.0033492914,0.0066080987181728,0
ESIK-02613,676,0.0033472404,0.0066049244688176,0
ESIK-00015,677,0.003345855,0.0066027804301946,0
ESIK-05264,678,0.0033447437,0.0066010602838736,0
ESIK-03202,679,0.0033352075,0.0065862937368148,0
ESIK-00792,680,0.003329256,0.0065770739579239,0
ESIK-03992,681,0.003322919,0.006567252515761,0
ESIK-00285,682,0.003318664,0.0065606559191198,0
ESIK-05404,683,0.003317229,0.0065584308092588,0
ESIK-02584,684,0.0033136175,0.0065528297880879,0
ESIK-04124,685,0.003289613,0.0065155671711458,0
ESIK-04912,686,0.0032762226,0.0064947555241478,0
ESIK-02014,687,0.0032578586,0.0064661828178946,0
ESIK-00875,688,0.0032538706,0.0064599736639086,0
ESIK-04430,689,0.0032510245,0.006455541493328,0
ESIK-03074,690,0.0032505644,0.0064548243484519,0
ESIK-02365,691,0.0032470222,0.0064493064259985,0
ESIK-03729,692,0.0032460515,0.0064477942660872,0
ESIK-04408,693,0.0032369155,0.0064335554356919,0
ESIK-03249,694,0.0032025124,0.0063798582870701,0
ESIK-02404,695,0.0032001277,0.0063761320627843,0
ESIK-01317,696,0.0031597957,0.0063130101614334,0
ESIK-00502,697,0.003129778,0.0062659176918797,0
ESIK-03963,698,0.0031204892,0.006251325017045,0
ESIK-02278,699,0.0031164763,0.0062450181492434,0
ESIK-04184,700,0.003113475,0.0062402997106612,0
ESIK-02531,701,0.003084635,0.0061949104324294,0
ESIK-02331,702,0.0030726474,0.0061760170888424,0
ESIK-00633,703,0.0030508603,0.0061416374510411,0
ESIK-01426,704,0.0030494146,0.0061393543863569,0
ESIK-03227,705,0.0030399489,0.0061243991137605,0
ESIK-04447,706,0.0030291064,0.0061072566934233,0
ESIK-04401,707,0.003024282,0.0060996245938051,0
ESIK-00229,708,0.0030207958,0.0060941084429534,0
ESIK-03633,709,0.0030081302,0.0060740548172049,0
ESIK-04712,710,0.0030042701,0.0060679392808305,0
ESIK-04889,711,0.0030019174,0.0060642109270837,0
ESIK-04531,712,0.0029932726,0.0060505071123017,0
ESIK-04958,713,0.0029917106,0.006048029891753,0
ESIK-05249,714,0.0029845892,0.0060367327599437,0
ESIK-03258,715,0.0029823808,0.0060332282266328,0
ESIK-03758,716,0.002970387,0.0060141856780976,0
ESIK-03296,717,0.002966282,0.0060076639722415,0
ESIK-05042,718,0.002961771,0.0060004957525741,0
ESIK-04337,719,0.0029443898,0.0059728522979374,0
ESIK-01271,720,0.0029403584,0.0059664352302772,0
ESIK-02121,721,0.002935545,0.0059587713542094,0
ESIK-05227,722,0.002926957,0.0059450915012459,0
ESIK-02017,723,0.0029228064,0.0059384759266649,0
ESIK-03400,724,0.0029221978,0.005937505814988,0
ESIK-04173,725,0.0029142587,0.0059248468092141,0
ESIK-04459,726,0.00288083,0.0058714618419583,0
ESIK-04354,727,0.0028778936,0.0058667657348836,0
ESIK-01047,728,0.002876918,0.0058652055715112,0
ESIK-02678,729,0.002875332,0.0058626681786241,0
ESIK-02881,730,0.0028731604,0.0058591941589968,0
ESIK-01560,731,0.0028649427,0.0058460425048832,0
ESIK-03848,732,0.0028618851,0.0058411465305167,0
ESIK-05319,733,0.002847286,0.0058177563584001,0
ESIK-04409,734,0.0028397904,0.0058057366763427,0
ESIK-01641,735,0.002835044,0.005798122275154,0
ESIK-00855,736,0.0028082565,0.0057550953188969,0
ESIK-04289,737,0.002794637,0.0057331855323997,0
ESIK-00673,738,0.0027860738,0.0057193974845624,0
ESIK-04416,739,0.0027802652,0.0057100398523753,0
ESIK-02640,740,0.002765329,0.0056859581103952,0
ESIK-00558,741,0.0027628161,0.0056819034383921,0
ESIK-05102,742,0.002760694,0.0056784787189368,0
ESIK-02919,743,0.002746854,0.0056561308431909,0
ESIK-03705,744,0.0027385226,0.005642666007163,0
ESIK-02892,745,0.0027348083,0.005636660557703,0
ESIK-00272,746,0.0026982068,0.005577383206678,0
ESIK-00748,747,0.0026735577,0.0055373652939657,0
ESIK-01154,748,0.0026690708,0.0055300720223028,0
ESIK-02442,749,0.0026669952,0.0055266970629828,0
ESIK-04853,750,0.0026662303,0.005525453630715,0
ESIK-04304,751,0.002662481,0.0055193559766333,0
ESIK-05143,752,0.0026545539,0.0055064574009207,0
ESIK-03763,753,0.002639641,0.0054821697027809,0
ESIK-04123,754,0.0026333528,0.0054719196399656,0
ESIK-02545,755,0.0026316626,0.0054691636580693,0
ESIK-04921,756,0.0026181727,0.0054471532448081,0
ESIK-04279,757,0.0026146327,0.0054413730152719,0
ESIK-05140,758,0.002603922,0.0054238745804193,0
ESIK-04120,759,0.0025996654,0.0054169159541785,0
ESIK-00544,760,0.0025953837,0.0054099137136517,0
ESIK-02474,761,0.002583917,0.0053911495762243,0
ESIK-03092,762,0.0025793272,0.0053836339293741,0
ESIK-01919,763,0.0025587645,0.0053499262951186,0
ESIK-03967,764,0.0025488907,0.0053337195889209,0
ESIK-02343,765,0.002541029,0.0053208056750059,0
ESIK-04115,766,0.0025398,0.0053187864067172,0
ESIK-03217,767,0.002537653,0.0053152579928451,0
ESIK-04977,768,0.0025375169,0.0053150338247713,0
ESIK-01053,769,0.0025293615,0.0053016246801534,0
ESIK-00317,770,0.0025235994,0.0052921449249462,0
ESIK-00278,771,0.0025046996,0.005261017525525,0
ESIK-05126,772,0.0024998626,0.0052530430965077,0
ESIK-04298,773,0.0024966197,0.0052476949692163,0
ESIK-03436,774,0.0024688367,0.0052018122465315,0
ESIK-03724,775,0.0024685115,0.005201274420631,0
ESIK-01643,776,0.002466949,0.0051986909094393,0
ESIK-05116,777,0.0024535344,0.0051764936538568,0
ESIK-00395,778,0.0024392202,0.0051527785396081,0
ESIK-04841,779,0.0024290797,0.0051359598804555,0
ESIK-02569,780,0.002414046,0.0051109983214472,0
ESIK-00709,781,0.0023965335,0.0050818775497498,0
ESIK-01436,782,0.0023911474,0.0050729118153051,0
ESIK-03091,783,0.0023663999,0.005031661313393,0
ESIK-00932,784,0.002365299,0.005029824456788,0
ESIK-00543,785,0.0023604229,0.0050216849666442,0
ESIK-01213,786,0.0023569681,0.0050159157206689,0
ESIK-04413,787,0.002343158,0.004992835637379,0
ESIK-02466,788,0.0023399934,0.0049875425364049,0
ESIK-05386,789,0.0023343475,0.0049780955588517,0
ESIK-01257,790,0.0023231714,0.0049593808952132,0
ESIK-04985,791,0.0023228354,0.00495881802022,0
ESIK-01731,792,0.0023220112,0.004957437023985,0
ESIK-02931,793,0.0023176519,0.0049501311535791,0
ESIK-02925,794,0.002292051,0.0049071652832911,0
ESIK-03730,795,0.0022835592,0.0048928906311764,0
ESIK-00467,796,0.002273477,0.0048759273686236,0
ESIK-03561,797,0.002271572,0.0048727204139251,0
ESIK-00118,798,0.002244463,0.0048270206998278,0
ESIK-00708,799,0.0022331073,0.0048078423910936,0
ESIK-03364,800,0.0022198777,0.0047854720804844,0
ESIK-01713,801,0.0022197287,0.004785220113378,0
ESIK-02656,802,0.002218294,0.004782792256132,0
ESIK-02703,803,0.0022100715,0.0047688723212637,0
ESIK-03381,804,0.0022029202,0.0047567563210553,0
ESIK-02666,805,0.0022017162,0.004754715701402,0
ESIK-00489,806,0.0021943424,0.0047422122160943,0
ESIK-02599,807,0.0021909822,0.0047365113349947,0
ESIK-03438,808,0.002189915,0.0047347003761189,0
ESIK-04342,809,0.002159368,0.0046827838263807,0
ESIK-03519,810,0.0021546758,0.0046747947332719,0
ESIK-02223,811,0.002153415,0.004672647753261,0
ESIK-00074,812,0.0021530832,0.0046720823706328,0
ESIK-03200,813,0.0021485598,0.0046643762316234,0
ESIK-04199,814,0.0021413858,0.0046521474264179,0
ESIK-04593,815,0.0021333394,0.0046384205812769,0
ESIK-00208,816,0.0020835695,0.0045532644218259,0
ESIK-05122,817,0.002052493,0.0044998694509093,0
ESIK-05415,818,0.002048509,0.0044930116386885,0
ESIK-01554,819,0.0020480158,0.0044921624853203,0
ESIK-02403,820,0.0020369047,0.0044730201823552,0
ESIK-05149,821,0.0020335498,0.0044672359370253,0
ESIK-00396,822,0.0020171287,0.0044388938037125,0
ESIK-01495,823,0.0020061543,0.0044199246479744,0
ESIK-02555,824,0.0020060055,0.0044196670765484,0
ESIK-03756,825,0.0020006408,0.0044103863271876,0
ESIK-04139,826,0.0019910622,0.0043938014108377,0
ESIK-04248,827,0.0019903232,0.0043925212803379,0
ESIK-03571,828,0.001986835,0.0043864768647994,0
ESIK-01364,829,0.001981305,0.0043768894058352,0
ESIK-03031,830,0.0019571558,0.0043349547518694,0
ESIK-04801,831,0.0019396667,0.0043045154588422,0
ESIK-02342,832,0.0019339841,0.0042946121435574,0
ESIK-04052,833,0.0019311971,0.0042897531389197,0
ESIK-04829,834,0.0019296602,0.0042870726087497,0
ESIK-04379,835,0.0019277097,0.0042836702751736,0
ESIK-00011,836,0.0019265927,0.0042817213499119,0
ESIK-00290,837,0.0019165749,0.0042642334506504,0
ESIK-00294,838,0.0019033119,0.0042410495480828,0
ESIK-03696,839,0.0019024296,0.0042395064182872,0
ESIK-05338,840,0.0018978032,0.0042314102021531,0
ESIK-01331,841,0.0018957785,0.0042278654469715,0
ESIK-00801,842,0.0018913075,0.0042200357630355,0
ESIK-02754,843,0.0018803083,0.0042007561767694,0
ESIK-00435,844,0.001878531,0.0041976384990138,0
ESIK-01583,845,0.0018764365,0.0041939636369479,0
ESIK-01030,846,0.0018729799,0.0041878971022738,0
ESIK-02372,847,0.0018655752,0.004174893142693,0
ESIK-03694,848,0.0018502217,0.0041478942698404,0
ESIK-01356,849,0.0018474453,0.0041430070531374,0
ESIK-01203,850,0.0018440499,0.0041370278336523,0
ESIK-02794,851,0.001843864,0.0041367001148352,0
ESIK-01608,852,0.0018332973,0.0041180766641607,0
ESIK-03056,853,0.0018326743,0.0041169780696792,0
ESIK-00905,854,0.0018298808,0.0041120502980876,0
ESIK-03559,855,0.001824078,0.0041018092240197,0
ESIK-02915,856,0.0018195896,0.0040938830961332,0
ESIK-04109,857,0.0018086039,0.0040744648411421,0
ESIK-01179,858,0.0018029227,0.004064412680117,0
ESIK-04188,859,0.0017756628,0.0040160847836545,0
ESIK-02621,860,0.0017750536,0.0040150027847798,0
ESIK-03699,861,0.0017750129,0.0040149307618763,0
ESIK-01596,862,0.0017673663,0.0040013445022459,0
ESIK-05277,863,0.0017570448,0.003982985599576,0
ESIK-02058,864,0.001756253,0.0039815761694543,0
ESIK-03113,865,0.0017530341,0.0039758453431523,0
ESIK-04420,866,0.0017459415,0.0039632098454444,0
ESIK-01551,867,0.0017365548,0.0039464704353797,0
ESIK-01892,868,0.0017246323,0.0039251804542195,0
ESIK-01741,869,0.0017135603,0.0039053811154729,0
ESIK-03961,870,0.001687304,0.0038583166781673,0
ESIK-02478,871,0.0016836148,0.0038516912969772,0
ESIK-05130,872,0.0016818133,0.003848454781214,0
ESIK-03435,873,0.0016617909,0.0038124328354302,0
ESIK-01433,874,0.001653598,0.003797666261141,0
ESIK-02616,875,0.0016489279,0.0037892418759456,0
ESIK-01804,876,0.0016473979,0.003786480820578,0
ESIK-01543,877,0.001641511,0.0037758518132932,0
ESIK-01857,878,0.0016318986,0.0037584786484995,0
ESIK-03169,879,0.0016313284,0.0037574475312526,0
ESIK-01863,880,0.0016062296,0.0037119774351579,0
ESIK-02916,881,0.0016060545,0.0037116596732608,0
ESIK-03884,882,0.001605537,0.0037107204221133,0
ESIK-02972,883,0.0015978676,0.003696794089936,0
ESIK-04951,884,0.0015973725,0.0036958945100255,0
ESIK-04375,885,0.0015944502,0.0036905843896143,0
ESIK-01895,886,0.0015866812,0.0036764557026632,0
ESIK-03587,887,0.00158154,0.0036670980613049,0
ESIK-02445,888,0.0015803974,0.0036650175474383,0
ESIK-04330,889,0.0015649474,0.0036368523654839,0
ESIK-00406,890,0.0015605445,0.0036288146189755,0
ESIK-01581,891,0.0015565916,0.0036215946981224,0
ESIK-03877,892,0.0015548866,0.0036184791253667,0
ESIK-02141,893,0.0015526504,0.0036143917926103,0
ESIK-02070,894,0.0015382217,0.0035879890184879,0
ESIK-01332,895,0.001538156,0.0035878682871791,0
ESIK-05263,896,0.0015291572,0.0035713743160681,0
ESIK-04669,897,0.0015203905,0.0035552855503495,0
ESIK-02809,898,0.0015162757,0.0035477272037637,0
ESIK-01483,899,0.00151417,0.0035438573076629,0
ESIK-04692,900,0.0015124903,0.003540769979887,0
ESIK-03033,901,0.0015039673,0.0035250914221394,0
ESIK-02329,902,0.0015030826,0.0035234626893161,0
ESIK-01914,903,0.0015009635,0.0035195612637536,0
ESIK-03395,904,0.0014959117,0.0035102550344654,0
ESIK-03562,905,0.001487795,0.0034952887450118,0
ESIK-03001,906,0.001487302,0.0034943792298089,0
ESIK-04443,907,0.0014838673,0.0034880400912512,0
ESIK-01126,908,0.0014779198,0.0034770560696401,0
ESIK-00615,909,0.0014744427,0.0034706301496982,0
ESIK-00019,910,0.0014678304,0.0034584008541146,0
ESIK-00891,911,0.0014613952,0.0034464877075861,0
ESIK-01277,912,0.001461135,0.0034460057450091,0
ESIK-00440,913,0.0014452698,0.003416585757724,0
ESIK-02607,914,0.0014304135,0.0033889732747654,0
ESIK-01372,915,0.0014298876,0.0033879950395823,0
ESIK-04651,916,0.0014290083,0.0033863585190438,0
ESIK-04476,917,0.0014231516,0.0033754537702038,0
ESIK-00862,918,0.0014220332,0.0033733703741868,0
ESIK-04632,919,0.0014117493,0.003354195675952,0
ESIK-00747,920,0.0014103343,0.0033515550201837,0
ESIK-01198,921,0.0014081071,0.0033473976219359,0
ESIK-03538,922,0.0014068392,0.0033450299924363,0
ESIK-04965,923,0.0014065371,0.0033444658620223,0
ESIK-03672,924,0.0014049956,0.003341586647467,0
ESIK-02367,925,0.0013965892,0.0033258740499925,0
ESIK-00420,926,0.0013959057,0.0033245956595459,0
ESIK-04516,927,0.0013898661,0.0033132930682398,0
ESIK-01865,928,0.0013869036,0.0033077452089072,0
ESIK-01197,929,0.0013773344,0.0032898071353347,0
ESIK-01282,930,0.0013668955,0.0032702080147883,0
ESIK-04445,931,0.0013658011,0.0032681514742027,0
ESIK-03334,932,0.0013604311,0.0032580550253287,0
ESIK-02164,933,0.0013536091,0.0032452162975845,0
ESIK-05427,934,0.0013481342,0.0032349025049942,0
ESIK-01942,935,0.0013470883,0.0032329309708733,0
ESIK-05045,936,0.001346031,0.0032309376743698,0
ESIK-00385,937,0.001341121,0.0032216775151076,0
ESIK-04690,938,0.0013350067,0.0032101353071252,0
ESIK-03330,939,0.001333457,0.0032072082180796,0
ESIK-01478,940,0.0013280577,0.003197004071588,0
ESIK-03030,941,0.0013251915,0.0031915834553089,0
ESIK-03844,942,0.0013124027,0.0031673660300979,0
ESIK-00102,943,0.001301982,0.0031475956083033,0
ESIK-04955,944,0.0012983555,0.0031407074122701,0
ESIK-01414,945,0.001295744,0.0031357443622486,0
ESIK-04167,946,0.0012942379,0.0031328813761221,0
ESIK-01486,947,0.0012922671,0.003129133659498,0
ESIK-02581,948,0.0012785754,0.0031030627876702,0
ESIK-01759,949,0.0012691227,0.0030850285617718,0
ESIK-01403,950,0.0012670229,0.0030810186474646,0
ESIK-00143,951,0.001264758,0.0030766916582803,0
ESIK-00379,952,0.0012644238,0.0030760529708256,0
ESIK-03823,953,0.0012570765,0.0030620043123645,0
ESIK-00397,954,0.0012430376,0.0030351112114252,0
ESIK-02713,955,0.0012412504,0.0030316830979824,0
ESIK-02306,956,0.001240181,0.0030296310298357,0
ESIK-04394,957,0.0012244234,0.0029993522618181,0
ESIK-02850,958,0.0012225279,0.0029957044018202,0
ESIK-00608,959,0.0012181324,0.0029872404669975,0
ESIK-02512,960,0.0012051368,0.0029621776202507,0
ESIK-01952,961,0.0012043816,0.0029607195896055,0
ESIK-04873,962,0.0011890336,0.0029310408807593,0
ESIK-01575,963,0.0011873302,0.0029277420168901,0
ESIK-04402,964,0.0011863078,0.002925761191928,0
ESIK-02603,965,0.0011806514,0.0029147972745958,0
ESIK-05270,966,0.001178773,0.002911153924946,0
ESIK-04564,967,0.0011665362,0.0028873875807941,0
ESIK-00168,968,0.0011590758,0.0028728713814468,0
ESIK-01695,969,0.0011582993,0.0028713594174317,0
ESIK-00934,970,0.0011551616,0.0028652476641287,0
ESIK-04878,971,0.0011540409,0.0028630636787505,0
ESIK-02296,972,0.0011505454,0.0028562491503075,0
ESIK-00196,973,0.0011498716,0.0028549349730463,0
ESIK-01389,974,0.0011453917,0.0028461934459749,0
ESIK-03771,975,0.0011384257,0.0028325863559311,0
ESIK-00622,976,0.0011256379,0.0028075606987283,0
ESIK-05254,977,0.0011209052,0.0027982831518316,0
ESIK-02354,978,0.0011166034,0.0027898429991072,0
ESIK-00702,979,0.0011106156,0.0027780831385115,0
ESIK-00613,980,0.0011063642,0.0027697255079198,0
ESIK-01693,981,0.0011016589,0.002760467278515,0
ESIK-03575,982,0.0010918461,0.0027411323043324,0
ESIK-00159,983,0.0010902482,0.0027379799974336,0
ESIK-04513,984,0.0010695506,0.0026970610327182,0
ESIK-03602,985,0.0010678458,0.002693683059004,0
ESIK-04152,986,0.0010628242,0.0026837260789927,0
ESIK-04483,987,0.0010514691,0.0026611740298138,0
ESIK-04182,988,0.0010502718,0.0026587929280816,0
ESIK-00344,989,0.0010442352,0.0026467795877884,0
ESIK-01906,990,0.0010441083,0.0026465270182882,0
ESIK-01521,991,0.0010400341,0.0026384100784647,0
ESIK-03059,992,0.0010377765,0.0026339094295033,0
ESIK-00049,993,0.0010330206,0.0026244212938859,0
ESIK-00157,994,0.0010283622,0.0026151189416324,0
ESIK-04604,995,0.0010242186,0.0026068366033659,0
ESIK-05091,996,0.0010061973,0.0025707313466005,0
ESIK-01589,997,0.0009968332,0.0025519156906396,0
ESIK-02588,998,0.000995148,0.0025485254049754,0
ESIK-00571,999,0.0009944461,0.0025471131589139,0
ESIK-05051,1000,0.000992956,0.0025441138941264,0
ESIK-01703,1001,0.000992537,0.0025432703908611,0
ESIK-05109,1002,0.0009895312,0.0025372169817135,0
ESIK-00793,1003,0.0009857039,0.0025295035581858,0
ESIK-00231,1004,0.000984572,0.0025272210530817,0
ESIK-03205,1005,0.0009827286,0.0025235026678862,0
ESIK-04053,1006,0.0009816249,0.002521275577851,0
ESIK-01011,1007,0.00097467046,0.0025072305204592,0
ESIK-01749,1008,0.0009721479,0.0025021306800106,0
ESIK-02454,1009,0.0009720687,0.0025019705403762,0
ESIK-01871,1010,0.0009706098,0.0024990196217446,0
ESIK-02383,1011,0.0009673882,0.0024925002592065,0
ESIK-02460,1012,0.0009666778,0.0024910621052952,0
ESIK-01636,1013,0.0009656238,0.0024889278527492,0
ESIK-04526,1014,0.0009595371,0.0024765925240744,0
ESIK-03996,1015,0.0009516276,0.0024605383067597,0
ESIK-02347,1016,0.0009512863,0.0024598448988973,0
ESIK-02653,1017,0.00094686146,0.0024508501500959,0
ESIK-04185,1018,0.00094137515,0.0024396854859714,0
ESIK-02761,1019,0.0009410348,0.0024389924626292,0
